product_name,product_category_tree,retail_price,discounted_price,product_rating,overall_rating,brand,is_FK_Advantage_product,Stock_Level,Quantity,Rarity,Rarity_Encoded,Category_Encoded,Brand_Encoded
Small Toes Slippers,"[""Footwear >> Kids' & Infant Footwear >> For Boys >> Slippers & Flip Flops >> Small Toes Slippers""]",398.0,249.0,5.0,5.0,Small Toes,0,193,64,Medium,1,235,307
Metmo Slippers,"[""Footwear >> Kids' & Infant Footwear >> For Boys >> Slippers & Flip Flops >> Metmo Slippers""]",599.0,249.0,5.0,5.0,Metmo,0,183,2,Low,0,234,205
Sai Senorita Solid Women's Half length Tights,"[""Clothing >> Women's Clothing >> Sports & Gym Wear >> Tights >> Sai Senorita Tights >> Sai Senorita Solid Women's Half length Tights""]",150.0,150.0,3.0,3.0,Sai Senorita,0,175,54,Low,0,112,291
Varmora VCST0 Living & Bedroom Stool,"[""Kitchen & Dining >> Housekeeping & Laundry >> Stools & Ladders >> Stools >> Varmora Stools >> Varmora VCST0 Living & Bedroom Stool (White)""]",500.0,399.0,4.8,4.8,Varmora,0,105,65,Medium,1,315,360
Favourite Bikerz FBZ 8784 112 dB Vehicle Horn,"[""Automotive >> Accessories & Spare parts >> Spares & Performance Parts >> Car Spare Parts >> Vehicle Horns""]",599.0,376.0,4.0,4.0,Favourite Bikerz,0,16,51,Low,0,7,116
DeStudio Tiny Wall Sticker,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Wall Decals & Stickers >> DeStudio Wall Decals & Stickers""]",598.0,399.0,2.0,2.0,DeStudio,0,71,53,Medium,1,275,83
Syska Led Lights 5 W LED Bulb,"[""Kitchen & Dining >> Lighting >> Bulbs >> Syska Led Lights Bulbs""]",399.0,245.0,5.0,5.0,Syska Led Lights,0,69,36,High,2,326,331
Bling Book Case for iPad 2 / 3,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Bling Cases & Covers""]",1816.0,99.0,2.0,2.0,Bling,1,165,26,Low,0,355,43
APS Sleeve for Micromax Funbook Mini P410,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> APS Cases & Covers""]",699.0,250.0,2.0,2.0,APS,0,172,29,Medium,1,352,1
Store Indya Hand Crafted Embossed Leather Diary with Celtic Patterns Regular Journal Hard Bound,"[""Pens & Stationery >> Diaries & Notebooks >> Journals >> Store Indya Journals""]",600.0,580.0,4.0,4.0,Store Indya,1,78,21,High,2,363,318
Philips 12.5 W LED Stellar Bright Bulb,"[""Kitchen & Dining >> Lighting >> Bulbs >> Philips Bulbs""]",799.0,490.0,3.7,3.7,Philips,0,47,11,High,2,325,245
Swarnim Jewellers Lord Ganesha Showpiece  -  7.5 cm,"[""Home Decor & Festive Needs >> Showpieces >> Swarnim Jewellers Showpieces""]",600.0,480.0,5.0,5.0,Swarnim Jewellers,0,48,40,Medium,1,264,327
Elan A5 Journal Ring Bound,"[""Pens & Stationery >> Diaries & Notebooks >> Journals >> Elan Journals""]",2295.0,2295.0,4.5,4.5,Elan,1,33,11,Low,0,362,104
Designwallas Festive Pack (Set of 2) Notebook Hard Bound,"[""Pens & Stationery >> Office Supplies >> Designwallas Office Supplies""]",590.0,590.0,1.0,1.0,Designwallas,1,145,36,Medium,1,364,88
Favourite BikerZ FBZ 6455 110 dB Vehicle Horn,"[""Automotive >> Accessories & Spare parts >> Spares & Performance Parts >> Car Spare Parts >> Vehicle Horns""]",788.0,499.0,5.0,5.0,Favourite BikerZ,0,16,59,High,2,7,115
Ornate 7 W LED Bulb,"[""Kitchen & Dining >> Lighting >> Bulbs >> Ornate Bulbs""]",375.0,209.0,5.0,5.0,Ornate,0,99,39,Medium,1,324,236
Favourite BikerZ FBZ 6480 110 dB Vehicle Horn,"[""Automotive >> Accessories & Spare parts >> Spares & Performance Parts >> Car Spare Parts >> Vehicle Horns""]",788.0,499.0,5.0,5.0,Favourite BikerZ,0,50,99,Low,0,7,115
Durian BID/32625/A/2 Leatherette 2 Seater Sofa,"[""Furniture >> Living Room >> Sofas & Sectionals""]",18800.0,12220.0,1.0,1.0,Durian,0,134,54,High,2,244,98
HomeTown CIAZ Fabric 3 Seater Sectional,"[""Furniture >> Living Room >> Sofas & Sectionals""]",37900.0,14900.0,4.0,4.0,HomeTown,0,39,98,Medium,1,244,140
Durian BID/32625/A/3 Leatherette 3 Seater Sofa,"[""Furniture >> Living Room >> Sofas & Sectionals""]",27200.0,17680.0,1.0,1.0,Durian,0,85,55,Low,0,244,98
Rubera Alloy Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1500.0,695.0,4.0,4.0,Rubera,0,94,24,High,2,286,284
Voylla Alloy Zircon Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1339.0,525.0,3.0,3.0,Voylla,0,12,22,Low,0,286,368
Durian Clinton/A/3 Leather 3 Seater Sofa,"[""Furniture >> Living Room >> Sofas & Sectionals""]",73500.0,47775.0,5.0,5.0,Durian,0,97,69,High,2,244,98
Generix Book Cover for ASUS Fonepad 7 2014 FE170CG,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Generix Cases & Covers""]",1499.0,299.0,4.8,4.8,Generix,0,158,56,Medium,1,358,124
Eveready 14 W LED Bulb,"[""Kitchen & Dining >> Lighting >> Bulbs >> Eveready Bulbs""]",899.0,420.0,4.0,4.0,Eveready,0,94,33,Low,0,322,111
MOCC New Horn Set Imported With 18 Tunes 110 dB Vehicle Horn,"[""Automotive >> Accessories & Spare parts >> Spares & Performance Parts >> Car Spare Parts >> Vehicle Horns""]",999.0,280.0,3.5,3.5,MOCC,0,166,36,High,2,7,192
"Camy Alloy, Metal Jewel Set","[""Jewellery >> Jewellery Sets""]",1360.0,299.0,5.0,5.0,Camy,0,119,20,Low,0,289,54
Durian Berry Solid Wood 3 Seater Sofa,"[""Furniture >> Living Room >> Sofas & Sectionals""]",48600.0,31590.0,5.0,5.0,Durian,0,109,83,Low,0,244,98
Infiniti 9 W LED Warm White B22 Bulb,"[""Kitchen & Dining >> Lighting >> Bulbs >> Infiniti Bulbs""]",898.0,898.0,5.0,5.0,Infiniti,0,139,99,Medium,1,323,148
Eves Pret A Porter Women's Solid Casual Linen Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Eves Pret A Porter Shirts""]",1500.0,399.0,4.0,4.0,Regular,0,62,81,Low,0,131,270
Naisha Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Naisha Shirts""]",349.0,199.0,4.0,4.0,Slim,0,118,62,High,2,152,305
Miss Rich Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Miss Rich Shirts""]",799.0,399.0,4.0,4.0,Regular,0,79,98,High,2,149,270
Jazzy Ben Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Jazzy Ben Shirts""]",1095.0,495.0,4.5,4.5,Slim,0,161,73,High,2,141,305
Blute Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Blute Shirts""]",500.0,275.0,1.0,1.0,Slim,0,124,26,High,2,122,305
Vedika Jewellery Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1299.0,399.0,5.0,5.0,Vedika Jewellery,0,168,66,Medium,1,286,361
DeDe'S Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> DeDe'S Shirts""]",1399.0,387.0,3.7,3.7,Regular,0,25,73,Low,0,126,270
The Pari Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",2450.0,490.0,5.0,5.0,The Pari,0,168,73,Medium,1,286,339
Mustard Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Mustard Shirts""]",799.0,479.0,5.0,5.0,Regular,0,142,40,Low,0,151,270
Nexq Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Nexq Shirts""]",1745.0,499.0,5.0,5.0,Slim,0,105,17,Low,0,153,305
Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1491.0,399.0,4.0,4.0,Sukkhi,0,156,1,Low,0,286,323
Bombay High Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bombay High Shirts""]",999.0,499.0,4.5,4.5,Regular,0,196,89,Medium,1,123,270
People Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> People Shirts""]",599.0,300.0,5.0,5.0,Regular,0,181,61,Low,0,156,270
Miss Rich Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Miss Rich Shirts""]",799.0,399.0,4.0,4.0,Regular,0,103,43,Medium,1,149,270
Lee Cooper Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Lee Cooper Shirts""]",999.0,449.0,5.0,5.0,Slim Fit,1,40,42,High,2,146,306
Miss Rich Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Miss Rich Shirts""]",699.0,349.0,4.2,4.2,Regular,0,100,25,High,2,149,270
Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1491.0,399.0,4.2,4.2,Sukkhi,0,156,39,Low,0,286,323
Lee Cooper Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Lee Cooper Shirts""]",899.0,404.0,5.0,5.0,Slim Fit,1,155,35,Medium,1,146,306
Life by Shoppers Stop Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Life by Shoppers Stop Shirts""]",699.0,419.0,3.0,3.0,Regular,1,194,3,High,2,147,270
Meee Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Meee Shirts""]",795.0,397.0,4.0,4.0,Regular Fit,0,41,44,Medium,1,148,271
Eves Pret A Porter Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Eves Pret A Porter Shirts""]",1500.0,399.0,5.0,5.0,Slim,0,16,51,Medium,1,131,305
Sukkhi Zinc Rhodium Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1297.0,359.0,4.2,4.2,Sukkhi,0,117,94,Low,0,286,323
Bedazzle Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bedazzle Shirts""]",1200.0,399.0,3.5,3.5,Slim,1,187,98,High,2,119,305
Cottinfab Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Cottinfab Shirts""]",899.0,299.0,4.5,4.5,Regular Fit,0,17,12,Low,0,125,271
Bedazzle Women's Animal Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bedazzle Shirts""]",1200.0,499.0,1.0,1.0,Regular,0,27,19,Low,0,119,270
Mrigya Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1378.0,399.0,5.0,5.0,Mrigya,0,103,44,High,2,286,209
Blenni Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Blenni Shirts""]",1299.0,499.0,5.0,5.0,Slim,0,109,59,High,2,121,305
Sharani Yellow Gold Yellow Gold 22 Bangle,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1000.0,199.0,5.0,5.0,Sharani,0,34,49,Medium,1,286,296
Miss Rich Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Miss Rich Shirts""]",799.0,399.0,5.0,5.0,Regular,0,21,61,High,2,149,270
Wisstler Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Wisstler Shirts""]",799.0,449.0,5.0,5.0,Regular,0,117,17,Medium,1,161,270
"Camy Alloy, Metal 18K Yellow Gold Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1499.0,399.0,5.0,5.0,Camy,0,66,74,Medium,1,286,54
Gmi Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Gmi Shirts""]",999.0,499.0,3.6,3.6,Slim,0,88,57,Medium,1,136,305
Ishin Women's Solid Party Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Ishin Shirts""]",799.0,449.0,4.0,4.0,Slim,0,116,55,High,2,140,305
Orange Plum Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Orange Plum Shirts""]",999.0,499.0,1.0,1.0,Regular,0,90,47,Low,0,154,270
Bombay High Women's Polka Print Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bombay High Shirts""]",999.0,499.0,5.0,5.0,Slim,0,145,12,Medium,1,123,305
Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1585.0,429.0,4.0,4.0,Sukkhi,0,191,62,Low,0,286,323
Being Fab Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Being Fab Shirts""]",1099.0,349.0,4.0,4.0,Regular,0,23,80,Low,0,120,270
Eva De Moda Women's Graphic Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Eva De Moda Shirts""]",649.0,349.0,2.0,2.0,Regular,0,181,88,High,2,130,270
Fabpoppy Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Fabpoppy Shirts""]",725.0,375.0,1.0,1.0,Regular,0,104,83,Low,0,133,270
Lee Cooper Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Lee Cooper Shirts""]",899.0,404.0,1.8,1.8,Slim Fit,1,144,8,Low,0,146,306
DeDe'S Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> DeDe'S Shirts""]",1399.0,387.0,5.0,5.0,Regular,0,193,95,High,2,126,270
Miss Rich Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Miss Rich Shirts""]",799.0,399.0,3.3,3.3,Regular,0,151,21,Medium,1,149,270
Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1774.0,469.0,4.3,4.3,Sukkhi,0,80,81,Low,0,286,323
Folklore Women's Printed Festive Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Folklore Shirts""]",949.0,474.0,4.0,4.0,Slim Fit,0,13,87,High,2,135,306
Aimeon Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Aimeon Shirts""]",1040.0,350.0,5.0,5.0,Regular,0,32,80,Low,0,116,270
Gmi Women's Self Design Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Gmi Shirts""]",799.0,499.0,1.0,1.0,Regular,0,132,70,Low,0,136,270
People Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> People Shirts""]",899.0,449.0,4.3,4.3,Regular Fit,1,56,72,Medium,1,156,271
Lee Cooper Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Lee Cooper Shirts""]",799.0,359.0,4.3,4.3,Regular Fit,1,87,25,Low,0,146,271
The Pari Alloy Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",2367.0,473.0,2.7,2.7,The Pari,0,115,82,High,2,286,339
"Femninora Women's Solid Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Femninora Shirts""]",799.0,404.0,4.0,4.0,Regular,0,148,89,Low,0,134,270
Blute Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Blute Shirts""]",500.0,250.0,3.0,3.0,Slim,0,121,12,Medium,1,122,305
Kashana Fashions Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kashana Fashions Shirts""]",1899.0,490.0,5.0,5.0,Regular,0,73,15,Medium,1,142,270
Vedika Jewellery Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1299.0,375.0,5.0,5.0,Vedika Jewellery,0,103,59,High,2,286,361
Cottinfab Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Cottinfab Shirts""]",999.0,379.0,1.0,1.0,Slim,0,144,26,Medium,1,125,305
Dressberry Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Dressberry Shirts""]",999.0,499.0,3.0,3.0,Regular,1,29,26,Low,0,128,270
"StylElite Women's Solid Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> StylElite Shirts""]",599.0,370.0,5.0,5.0,Regular,0,184,47,Medium,1,158,270
"Life by Shoppers Stop Women's Printed Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Life by Shoppers Stop Shirts""]",799.0,479.0,4.0,4.0,Regular,1,127,32,High,2,147,270
Eves Pret A Porter Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Eves Pret A Porter Shirts""]",1300.0,349.0,5.0,5.0,Regular,0,57,10,Medium,1,131,270
Kashana Fashions Women's Polka Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kashana Fashions Shirts""]",1899.0,490.0,4.5,4.5,Regular,0,155,16,Medium,1,142,270
"My Design Brass, Alloy Yellow Gold Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",700.0,655.0,5.0,5.0,My Design,0,148,71,Medium,1,286,211
Gmi Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Gmi Shirts""]",999.0,499.0,2.7,2.7,Slim,0,61,17,High,2,136,305
Hugo Chavez Women's Solid Casual Denim Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Hugo Chavez Shirts""]",1499.0,497.0,3.0,3.0,Regular,0,43,23,Medium,1,139,270
Goodwill Impex Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Goodwill Impex Shirts""]",1150.0,399.0,1.0,1.0,Regular,0,113,26,Medium,1,138,270
"F Fashion Stylus Women's Printed Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> F Fashion Stylus Shirts""]",999.0,399.0,3.0,3.0,Slim,0,185,85,Low,0,132,305
La Rochelle Women's Geometric Print Casual Reversible Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> La Rochelle Shirts""]",899.0,449.0,5.0,5.0,Slim,0,46,86,High,2,144,305
Ethnic Jewels Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",996.0,199.0,2.5,2.5,Ethnic Jewels,0,190,7,Medium,1,286,110
Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1491.0,399.0,4.2,4.2,Sukkhi,0,171,14,High,2,286,323
Luxor Alloy Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",809.0,199.0,2.5,2.5,Luxor,0,146,79,Medium,1,286,188
Tokyo Talkies Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Tokyo Talkies Shirts""]",949.0,474.0,1.0,1.0,Regular,0,126,7,Medium,1,159,270
Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1491.0,399.0,4.2,4.2,Sukkhi,0,137,9,Medium,1,286,323
Eves Pret A Porter Women's Floral Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Eves Pret A Porter Shirts""]",1300.0,299.0,4.0,4.0,Regular,0,167,48,Low,0,131,270
Picador Women's Polka Print Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Picador Shirts""]",799.0,399.0,2.0,2.0,Regular,0,79,72,Low,0,157,270
Lamora Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Lamora Shirts""]",499.0,297.0,5.0,5.0,Regular Fit,0,150,59,Low,0,145,271
Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1680.0,449.0,4.0,4.0,Sukkhi,0,80,87,High,2,286,323
La Rochelle Women's Geometric Print Casual Reversible Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> La Rochelle Shirts""]",899.0,349.0,5.0,5.0,Slim,0,13,93,High,2,144,305
Eves Pret A Porter Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Eves Pret A Porter Shirts""]",899.0,449.0,4.2,4.2,Regular,0,78,82,Low,0,131,270
Sukkhi Alloy Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1563.0,399.0,4.5,4.5,Sukkhi,1,190,95,High,2,286,323
"Femninora Women's Solid Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Femninora Shirts""]",799.0,404.0,1.0,1.0,Regular,0,149,94,Medium,1,134,270
Vedika Jewellery Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1299.0,399.0,5.0,5.0,Vedika Jewellery,0,11,39,Medium,1,286,361
Bombay High Women's Solid Formal Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Bombay High Shirts""]",799.0,399.0,4.0,4.0,Slim,0,178,99,Medium,1,123,305
Meee Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Meee Shirts""]",695.0,347.0,5.0,5.0,Regular,0,145,18,Low,0,148,270
Dede'S Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Dede'S Shirts""]",1699.0,387.0,4.5,4.5,Regular,0,172,59,High,2,127,270
DeDe'S Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> DeDe'S Shirts""]",1399.0,387.0,5.0,5.0,Regular,0,174,17,Low,0,126,270
Aardee Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Aardee Shirts""]",599.0,359.0,4.0,4.0,Slim,0,141,14,High,2,114,305
Adhaans Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Adhaans Shirts""]",1099.0,449.0,5.0,5.0,Regular,0,182,31,Medium,1,115,270
Lee Cooper Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Lee Cooper Shirts""]",899.0,404.0,4.0,4.0,Slim Fit,1,31,24,Low,0,146,306
Kiosha Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Kiosha Shirts""]",1399.0,297.0,1.0,1.0,Slim,1,126,99,High,2,143,305
Lee Cooper Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Lee Cooper Shirts""]",899.0,404.0,3.0,3.0,Regular Fit,1,198,60,High,2,146,271
Blute Women's Striped Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Blute Shirts""]",500.0,275.0,2.5,2.5,Slim,0,9,45,Medium,1,122,305
Solah Shringar Lac Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",999.0,999.0,5.0,5.0,Solah Shringar,0,33,98,Low,0,286,309
Jazzy Ben Women's Checkered Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Jazzy Ben Shirts""]",850.0,425.0,4.0,4.0,Slim,0,169,3,Low,0,141,305
Concepts Women's Embroidered Casual Denim Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Concepts Shirts""]",1099.0,499.0,5.0,5.0,Regular,0,170,37,Low,0,124,270
Dapinc Plastic Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1000.0,300.0,5.0,5.0,Dapinc,0,87,43,Medium,1,286,79
Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1348.0,369.0,4.1,4.1,Sukkhi,0,140,40,Low,0,286,323
Anouk Women's Printed Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Anouk Shirts""]",999.0,499.0,3.0,3.0,Regular Fit,0,113,90,Medium,1,118,271
"Femninora Women's Solid Casual, Formal Shirt","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Femninora Shirts""]",999.0,404.0,3.0,3.0,Regular,0,69,55,Medium,1,134,270
Sukkhi Copper Yellow Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1397.0,389.0,5.0,5.0,Sukkhi,0,90,87,Medium,1,286,323
Miss Rich Women's Solid Casual Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Shirts >> Miss Rich Shirts""]",799.0,399.0,3.0,3.0,Regular,0,149,39,High,2,149,270
